job_title,extracted_raw_text,entities
COMPLIANCE OFFICE.JPG,"uD Abba Outsourcing 22522055
International Inc. 2223755=
WERE <2 2
. Compliance Officer |
// Qualifications:
/ © Graduate of Bachelor's Degree preferably Business
Course, Accountancy, or Banking-Finance-related
or equivalent.
¢ With at least one (1) year experience as Compliance
Officer or related position is an advantage
¢ Keen to details and analytical
¢ Good communication skills (oral and written) and
with the desire to work with internal/external
customers
¢ Strong attention to details and coordination
¢ Able to work independently with minimal
supervision F a
Send your resume and wy
application letter to: A o~
a . ; v
aoiphil.recruitment@gmail.com tn )","{'755', 'Ġletter', '220', 'Ċ', 'n', 'Ġ|', 'Ġto', '/', 'Ġa', 'Ġ.', 'Ġ225', '=', 'Ġo', '55', '~', '2', 'Ġt', ':', 'Ġ<', 'ĠA', '.', 'Ġ2', 'a', 'Ġu', 'ao', 'Ġ)', 'Ġ;', '223', 'Ġv', '//'}"
COMPLIANCE OFFICER.JPG,"uD Abba Outsourcing 22522055
International Inc. 2223755=
WERE <2 2
. Compliance Officer |
// Qualifications:
/ © Graduate of Bachelor's Degree preferably Business
Course, Accountancy, or Banking-Finance-related
or equivalent.
¢ With at least one (1) year experience as Compliance
Officer or related position is an advantage
¢ Keen to details and analytical
¢ Good communication skills (oral and written) and
with the desire to work with internal/external
customers
¢ Strong attention to details and coordination
¢ Able to work independently with minimal
supervision F a
Send your resume and wy
application letter to: A o~
a . ; v
aoiphil.recruitment@gmail.com tn )","{'755', 'Ġletter', '220', 'Ċ', 'n', 'Ġ|', 'Ġto', '/', 'Ġa', 'Ġ.', 'Ġ225', '=', 'Ġo', '55', '~', '2', 'Ġt', ':', 'Ġ<', 'ĠA', '.', 'Ġ2', 'a', 'Ġu', 'ao', 'Ġ)', 'Ġ;', '223', 'Ġv', '//'}"
CONTRACT ADMINISTRATOR.docx,"Contract Administrator
As a Contract Administrator,
This position is centered around the management of property sale and leasing agreements within the VaultRE system. While you'll be given the necessary documents to input data, a crucial aspect of this role involves ensuring data accuracy by cross-referencing with other source documents. When discrepancies or uncertainties arise, you'll collaborate with our sales consultants for clarification.
Some of the things we expect you to do are to:
Prepare, review, and draft contracts, agreements, and amendments ensuring they align with the company's objectives and legal requirements.
Conduct thorough reviews of all contracts and associated documents to ensure accuracy, completeness, and compliance with company policies and legal standards.
Assist in contract negotiations, facilitating discussions between parties to achieve mutually beneficial terms and conditions.
Coordinate and track contract execution, ensuring that all parties sign the agreements in a timely and organized manner.
Maintain an organized and up-to-date contract database, tracking key contract milestones, expiration dates, and renewals.
Continuously monitor contract compliance and performance to identify any potential issues or deviations, taking appropriate corrective actions as needed.
Address and resolve contract-related issues, disputes, and discrepancies in a professional and effective manner.
Act as a liaison between internal departments, external vendors, and clients to facilitate efficient communication and information exchange related to contracts.
Generate regular reports on contract status, performance, and key metrics to assist management in making informed decisions.
Identify and assess potential risks associated with contracts and propose mitigation strategies to minimize exposure.
We would need you to be or have the following:
Bachelor's degree in Business Administration, Legal Studies, or a related field. Relevant certifications are a plus.
Proven experience in contract administration or a related role.
Proficiency in contract management software and Microsoft Office Word and Excel.
Proficiency in Netsuite or something similar.
It would be awesome if you are or also have:
Strong understanding of contract law, legal terminology, and best practices.
Exceptional attention to detail and a keen eye for accuracy.
Excellent communication, negotiation, and interpersonal skills.
Strong organizational and time management skills to handle multiple contracts simultaneously.



","{'Ġcollaborate', 'Ġensure', 'Ġminimize', 'Ġensuring', 'Ġclarification', 'Ġon', 'Ġinput', 'Ġdocuments', 'Ġcontracts', 'Ġdecisions', 'Ġinvolves', 'Ġfacilitating', 'Ġthorough', 'Ġachieve', 'Ġnecessary', ',', 'Ġdiscussions', 'cing', 'Ġefficient', 'Ġdepartments', 'Ġfacilitate', 'Ġmanagement', 'Ġmutually', 'Ġassist', 'Ġtrack', 'Ġmetrics'}"
CONTRACT MANAGEMENT SPECIALIST.docx,"Contract Management Specialist | Night Shift | Temp WFH

About the job
Responsibilities
Oversee the complete contract management lifecycle using IntelAgree and Coupa, ensuring accuracy, compliance, and timely execution.
Prepare, distribute, and track contracts for electronic signatures through DocuSign, maintaining organized digital records.
Manage the invoicing process, including tracking, reconciliation, and resolving discrepancies, while collaborating with finance and procurement teams.
Handle event-related contracts, including drafting, reviewing, and coordinating with vendors and stakeholders to ensure successful execution.


Qualifications
1-3 yrs experience in contract management & invoicing process
Intermediate Excel skills
Excellent English communication skills
Experience in IntelAgree and Coupa is preferable
Must be willing to work in shifting schedules including graveyard shifts, render OT when needed, and work during PH holidays
Must be amenable to work in Alabang, Muntinlupa when work in office resumes (temp WFH)
","{'Ġcontracts', 'Ġwhile', 'Ġensure', 'Ġensuring', 'Ġcollaborating'}"
COOK.JPG,"uD AOI-PHIL. INC ee
WE'RE 2a es
\ x og: . S
\\ Qualifications:
_ e High school diploma or equivalent preferred.
/ e Culinary school 2-4 year degree or foreign equivalency
preferred.
¢ Prior experience in related food and beverage service and food
preparation positions.
¢ Thorough experience with hot and cold food preparation.
¢ Good working knowledge of accepted sanitation standards and
health codes.
¢ Ability to use slicers, mixers, grinders, food processors, etc.
e Able to handle work in a fast-paced environment.
Send your application
letter and resume to:
video @
= qT
a","{'video', 'ĠINC', 'RE', 'IL', 'Ċ', 'T', 'Ġ@', '/', 'Ġ.', 'WE', 'Ġq', '=', 'Ġo', '_', 'O', 'e', 'ĠS', 'I', ':', 'Ġes', 'ĠA', 'PH', 'Ġe', '.', 'Ġ2', 'a', 'Ġu', '\\', '\\\\', ""'"", 'Ġx', 'g', 'D', '-'}"
CREDIT & COLLECTION STAFF.jpg,"WE'RE ~~
POSITION:
CREDIT & COLLECTION STAFF
° Candidate must possess College Ir \ \\W/
Degree of Finance/Accountancy rel o.
e Flexible and able to multi-task
° Creates & maintains credit history files Corp.
¢ Strong attention to detail
© Can work under minimal supervision
¢ Responsible to track, review and issues
invoice
¢ Preferably experience specializing in
Credit & Collection
Send your resume to:
ralave@gmail.com
9 710, San Jose St., Brgy. Urduja Butuan City","{'ĠWE', 'Ġ\\', '~~', 'W', ""'"", 'RE', 'Ċ', 'Ġ\\\\', '/', 'Ġ'}"
CUSTOMER SERVICE REPRESENTATIVE.docx,"Customer Support Representative (Non-voice)
Job Description:
We are looking for an experienced Customer Service Representative with 2 years of non-voice chat support experience. In this role, you will provide high-quality customer support through live chat, assisting customers with inquiries, resolving issues, and ensuring satisfaction.


Key Responsibilities:
Provide real-time assistance to customers via live chat.
Address customer inquiries, resolve complaints, and offer product/service information.
Maintain accurate records of customer interactions and follow up when needed.
Ensure all customer issues are resolved promptly and professionally.
Meet performance targets and maintain high customer satisfaction levels.
Collaborate with other teams to resolve complex issues and improve service.


Qualifications:
2 years of experience in non-voice chat support or similar customer service role.
Excellent written communication skills.
Strong problem-solving and multitasking abilities.
Ability to handle multiple chat conversations efficiently.
Familiarity with customer service platforms or CRM systems is a plus.
Must be willing to work 100% onsite in Double Dragon Plaza, Pasay City.


If you're a skilled communicator with a passion for customer service and live chat support, we'd love for you to join our team!
","{'Ġinquiries', 'Ġensuring', 'Ġcustomers', 'Ġresolve', 'Ġresolving', 'Ġwith'}"
DATA COLLECTION COORDINATOR.docx,"Data Collection Coordinator

Job Description


As a Data Collection Coordinator, you will be at the heart of a dynamic sales support team, ensuring campaigns run seamlessly. By collecting data for performance proof and detailed recaps, you’ll streamline processes, save time for sales teams, and boost renewals and revenue—all while driving success across diverse markets and products.


Job Overview


Employment Type: Full-Time
Shift: Night Shift (Shifting)
Work Setup: Temporary WFH, Makati City
Perks: Day 1 HMO, Above-market salary, Global exposure


A Symphony of Opportunities Awaits


Day 1 HMO coverage with free dependent
Competitive Salary Package
Temporary WFH arrangement
Prime office location in Makati (Easy access to MRT stations, restaurants, and banks)
Unlimited upskilling through Emapta Academy courses (Want to know more? Visit https://bit.ly/EmaptaTrainingCalendar)
Free 24/7 access to our office gyms (Ortigas and Makati) with a free physical fitness trainer!
Exclusive Emapta Lifestyle perks (hotel and restaurant discounts, and more!)
Unlimited opportunities for employee referral incentives across the organization
Standard government and Emapta benefits
Total of 20 annual leaves to be used on your own discretion (including 5 credits convertible to cash)
Fun engagement activities for employees
Mentorship and exposure to global leaders and teams
Career growth opportunities
Diverse and supportive work environment


The Fine Print of Excellence


Possess a proactive and independent work ethic.
Demonstrate familiarity with Wrike and Veritone (preferred).
Exhibit strong written and verbal communication skills.
Proficiency in Salesforce is a plus (preferred).
Showcase exceptional organizational and prioritization abilities in a fast-paced environment.
Maintain positive energy and resilience under pressure.
Display flexibility, creativity, and openness to new ideas.
Possess outstanding interpersonal skills with the ability to collaborate effectively.
Previous experience or understanding of media sales is beneficial.


Your Script for Impact


Collaborate with sales support professionals to provide proof-of-performance materials for national and local campaigns.
Ensure advertising campaign success by maintaining accurate and up-to-date pre and post logs.
Gather and edit airchecks of live campaign creative, ensuring the accuracy of copy.
Capture and organize screenshots of live campaign materials.

","{'Ġproof', 'Ġprocesses', 'Ġdriving', 'Ġwhile', 'Ġteams', 'sure', 'Ġensuring', 'Ġsuccess', 'Ġteam', 'line', 'Ġboost', 'Ġcollecting', ',', 'Ġcampaigns', 'Ġseamlessly'}"
DELIVERY HELPER.JPG,"[M petivery Helpers
Can work with minimum supervision
Flexible
Honest
At least high school graduate/level ga","{'Ġleast', '/', 'Ġ['}"
DELIVERY RIDER.JPG,"Hi @ (/
Kitchen Staff, Barista, and Delivery Rider

« MUST BE 20 YEARS OLD AND ABOVE

« WILLING TO WORK A FULL TIME JOB

¢ WILLING TO BE TRAINED

« FAST LEARNER AND HAS GOOD COMMUNICATION SKILLS

* COMPUTER LITERACY IS AN ADVANTAGE

« DRIVER LICENSE IS AN ADVANTAGE

e« WITH FRIENDLY PERSONALITY

Apply Now

send your resume to our Gmail: or bring your resume personally
baofeicafe@gmail.com to our Tagoloan Branch","{'@', 'Ġor', '*', ':', 'Ġ(/', 'com', 'Â¢', 'Â«', 'Ċ', 'e', 'Ġto', 'Ġ@', 'ĠHi'}"
DIGITAL ACCOUNT COORDINATOR.docx,"Digital Account Coordinator

Job Description


As a Digital Account Coordinator, you will work closely with Account Managers to execute impactful digital campaigns. From preparing reports to ensuring clients’ advertising success, you’ll play a pivotal role in delivering superior customer service and campaign excellence.


Exciting Perks Await!


Day 1 HMO coverage with free dependent
Competitive salary package
Temporary WFH setup
Prime office location in Makati (Easy access to MRT stations, restaurants, and banks)
Fixed weekends off
Free upskilling through Emapta Academy courses (Want to know more? Visit https://bit.ly/EmaptaTrainingCalendar)
24/7 free access to our office gyms (Ortigas and Makati) with a free physical fitness trainer!
Unlimited opportunities for employee referral incentives across the organization
Standard government and Emapta benefits
Total of 20 annual leaves to be used on your own discretion (including 5 credits convertible to cash)
Fun engagement activities for employees
Mentorship and exposure to global leaders and teams
Career growth opportunities
Diverse and supportive work environment


The Qualifications We Seek


Experience in the digital advertising company, preferably from Metro Manila is a must.
At least 2-5 years of experience in digital account coordination.
1-2 years of experience in digital marketing, preferably in a full-time capacity.
Knowledge of social media advertising platforms (Facebook, X, LinkedIn, TikTok, Pinterest) and a solid understanding of online marketing.
Proficient in Excel, PowerPoint, Google Sheets, and Google Slides, with attention to detail and accuracy.
Salesforce experience is a plus but not mandatory.
Strong communication and presentation skills, both written and verbal.
Ability to work independently and as part of a distributed team.
Ability to prioritize tasks and meet deadlines in a fast-paced environment.
Analytical skills with a proven record of using data to drive decision-making.
Ability to think creatively and solve problems proactively.


Your Daily Tasks


Collaborate with Account Managers to support client advertising campaigns, ensuring flawless execution and superior customer service.
Proactively manage client accounts to increase retention rates through strategic campaign execution.
Help clients assess their advertising success by preparing reports and campaign documentation.
Regularly review and analyze client campaigns, making insightful recommendations to ensure success.
Assist in day-to-day client interactions, ensuring that client needs are met efficiently.

","{'Ġemployee', 'Ġplay', 'Ġensure', 'âĢ', 'Ġensuring', 'Ġsuccess', 'Ġsupport', 'Ġin', 'Ġretention', 'Ġtheir', 'ful', 'Ġrole', 'Ġdelivering', 'Ġsuperior', 'Ġreports', 'Ġexecute', 'Ġpreparing', 'Ġassess', ',', 'Ġcampaigns', 'Ġcustomer', 'Ġclient', 'Ġimpact', 'Ġthrough', 'Ġincrease', 'ĠFrom', 'Ġflawless', 'Ġclients', 'Ġclosely', 'Ġpivotal'}"
DIGITAL CLIENT SUCCESS MANAGER.docx,"Digital Client Success Manager
Job Description


As a Digital Client Success Manager, you will be at the heart of driving impactful digital campaigns. Manage high-profile national media campaigns, collaborate with cross-functional teams, and ensure seamless campaign delivery from start to finish.


Job Overiew


Employment Type: Full-time
Shift: Shifting
Work Setup: Temporary WFH (Makati City)
Perks: Day 1 HMO, Above-market salary, Global exposure


A Playlist of Career Benefits


Day 1 HMO coverage with free dependent
Competitive Salary Package
Temporary WFH arrangement
Prime office location in Makati (Easy access to MRT stations, restaurants, and banks)
Unlimited upskilling through Emapta Academy courses (Want to know more? Visit https://bit.ly/EmaptaTrainingCalendar)
Free 24/7 access to our office gyms (Ortigas and Makati) with a free physical fitness trainer!
Exclusive Emapta Lifestyle perks (hotel and restaurant discounts, and more!)
Unlimited opportunities for employee referral incentives across the organization
Standard government and Emapta benefits
Total of 20 annual leaves to be used on your own discretion (including 5 credits convertible to cash)
Fun engagement activities for employees
Mentorship and exposure to global leaders and teams
Career growth opportunities
Diverse and supportive work environment


The Frequency of Excellence


2–3 years of digital media experience in a similar role.
Previous experience in programmatic ad operations is a plus.
Advanced proficiency in Microsoft Excel.
Strong communication skills with a focus on clarity and impact.
Expertise in analyzing and reporting digital media campaign results.
Proven ability to manage projects from inception to completion.
Excellent organizational skills with the ability to prioritize and manage time effectively.
High attention to detail and adherence to high work standards.
Exceptional problem-solving and decision-making abilities.
Capability to handle high volumes of work in a fast-paced environment while maintaining composure.
Outstanding interpersonal skills with an emphasis on collaboration and partnership with sales teams to deliver exceptional client service.


Fine-Tuning Success Every Day


Oversee the post-sale execution of national digital media campaigns, focusing on direct campaigns under $75,000 and programmatic guaranteed deals.
Collaborate with internal departments to ensure programs are booked and executed in alignment with operational and sales goals.
Manage client communications during the setup, launch, flight, and recap phases of both direct and programmatic campaigns across multiple DSPs (e.g., DV360, TTD).
Schedule and lead internal and external calls as needed, ensuring production timelines and deliverables are communicated effectively to exceed client expectations.
Partner with Sales, agencies, third-party measurement vendors, and AdOps teams to troubleshoot campaigns and resolve issues promptly.
Coordinate with pod operations to address creative and tracking challenges.
Maintain and optimize client campaigns to improve performance against predetermined benchmarks on an ongoing basis.
Ensure full delivery of dollars booked across all digital, social, and podcast deliverables.
Collaborate with the billing and finance teams monthly to reconcile billing accurately and on time.
Deliver comprehensive post-campaign wrap-ups, including final reports and one-sheet recaps with insights and learnings.
","{'profile', 'Ġcollaborate', 'Ġensure', 'Ġknow', 'Ġemployees', ',', 'Ġcampaign', 'Ġseamless'}"
DIGITAL MARKETING ASSISTANT.docx,"Digital Marketing Assistant
Key Responsibilities:
As a Digital Marketing Intern, you will have the opportunity to explore various facets of the business. The specific tasks assigned will depend on current projects and priorities, but here are some sample responsibilities you may be involved in:


Digital Media Ads: Assist in the setup, monitoring, and optimization of digital advertising campaigns on platforms such as Google Ads, Meta, and others.
Reporting and Analytics: Analyze campaign performance, create detailed reports, and provide actionable insights to improve marketing strategies.
Social Media Content: Support in creating and scheduling posts for brand social media pages, engaging with audiences, and helping manage online communities.
Influencer Marketing: Help identify potential influencers, coordinate outreach, and track campaign results.
Content Creation: Collaborate on the development of digital assets such as blogs, videos, graphics, or other promotional materials.
Email Marketing: Contribute to creating and executing email marketing campaigns while maintaining customer databases.
Market Research: Conduct research on industry trends, competitors, and customer preferences to support strategic decision-making.
Administrative Support: Provide general support to the digital marketing team to ensure seamless project execution.


Who We’re Looking For:
Fresh Graduates & Career Starters Welcome: No prior experience is necessary, just a passion for learning and digital marketing.
Eagerness to Learn: A proactive attitude and the drive to take on new challenges.
Smart & Hardworking: Problem-solving skills, attention to detail, and a strong work ethic.
Familiarity with social media platforms, digital tools, or analytics is a bonus but not required.
Excellent written and verbal communication skills.
A degree in Marketing, Communications, Business, or a related field is a plus but not mandatory.
Creativity and a willingness to think outside the box.
","{'Ġensure', 'ĠHelp', 'ate', 'Ġsupport', 'Ġon', 'Ġinsights', 'Ġposts', 'Ġcoordinate', 'Ġto', 'Ġstrategic', 'Ġseamless', 'ĠCollabor', 'Ġexecuting', 'Ġwhile', 'Ġpriorities', 'Ġpromotional', 'Ġassets', 'Ġcommunities', 'Ġresults', 'Ġdecision', ',', 'Ġcampaigns', 'Ġcampaign', 'Ġonline', 'Ġscheduling', 'Ġidentify', 'Ġimprove', 'Ġmaterials', 'Ġplatforms', 'Ġbrand', 'Ġcustomer', 'Ġaudiences', 'Ġoutreach', 'Ġsome', 'Ġstrategies', 'Ġengaging', 'Ġdatabases', 'Ġpotential', 'encers', 'Ġof', 'Ġwith', 'Ġas', 'Ġmaintaining', 'Ġhelping', 'Ġprovide', 'Ġmonitoring', 'Ġdepend', 'ribute', 'Ġdevelopment', 'Ġsuch', 'Ġpages', 'ze', 'Ġmanage', 'Ġtrack', 'Ġblogs', 'Ġthe', 'Ġoptimization'}"
DIGITAL MARKETING SALESPERSON.docx,"Digital Marketing Salesperson / Business Development Manager

Requirements:
Minimum of 3 years’ experience in a business development or sales role within a digital marketing agency.
Proven Track Record: Demonstrated success in meeting or exceeding sales targets, particularly in the Australian market.
Cold Calling Expertise: Confident and experienced in reaching out to prospects via cold calls.
Industry Knowledge: Strong understanding of digital marketing services, including SEO, PPC, Social Media, and more.
Communication & Negotiation: Excellent verbal and written communication skills with the ability to negotiate and close deals effectively.
Self-Starter: Must be able to manage the sales process independently without requiring constant supervision.
Time Management: Ability to prioritize and work in a fast-paced environment to meet tight deadlines.
Cultural Fit: Experience working with Australian clients or agencies is mandatory.
",set()
DOCUMENT SCANNER.docx,"Document Scanner

Qualifications

Gender: Preferably Male

May Have The Following


proficiency in sending and receiving email messages, attaching files, using a word processor, understanding file management, posting mess
",set()
DRIVER SALESMAN.jpg,"a
Pa
<==
VirGiniA
DRIVER SALESMAN
Butuan
Qualifications:
¢ Completed at least 72 units in college
e Knows how to drive 6-wheeled vehicle
(with Driver's License RC # 123 &
equivalent)
e Willing to be assigned at any of these
areas: Caraga
e vfihr.northmin@gmail.com
| 0917 861 6428
[Sac @","{'V', '28', 'Sac', 'Pa', ')', 'com', 'ĠSAL', 'Ċ', 'Ġ@', 'Ġa', 'north', 'e', 'ir', 'Ġthese', '<', '@', 'Ġ&', 'Ġ09', '61', '[', ':', '(', '|', 'r', 'Â¢', '.', 'Ġ8', 'f', 'Ġof', 'ih', 'A', 'ini', 'Ġ64', 'gmail', '17', 'MAN', 'Ġv', 'min', '=='}"
DRIVER.JPG,"ga” °F
rivers
With professional driver’s license (1,2,3)
Can work with minimum supervision
Flexible ay es ]
Honest
At least high school graduate/level","{'âĢ', 'With', ')', 'Ċ', 'ĠÂ°', 'Ġ]', 'Ġ(', '2', 'vers', ',', 'Ŀ', 'Ġes', 'Ġay', '3', 'ri', 'F', '1', 'Ġga', 'Ļ'}"
ENCODER.JPG,"2a. 1 - !
[7 Encoders a \ i
Female (
With or without experience «
Can work with minimum supervision
Flexible
Honest
At least college graduate/level or SHS graduate
Fresh graduates are welcome to apply
Computer literate (excel, word)","{'Ġor', 'Ġ\\', 'Ġ!', '7', 'Ċ', 'Ġa', 'Ġ(', 'ers', 'ĠEnc', 'Ġ-', '[', '.', 'Ġ2', 'a', 'Ġ1', 'Ġi', 'Female', 'od', 'ĠÂ«'}"
EXECUTIVE ASSISTANT.docx,"Executive Assistant
Responsibilities 
Calendar management for executives
Aid executive in preparing for meetings
Responding to emails and document requests on behalf of executives
Draft slides, meeting notes and documents for executive
 Qualifications 

Bachelor's degree or equivalent experience

Proficient in Microsoft Office suite

Experience in managing multiple priorities, administrative coordination, and logistics

Well-organized, detail-oriented, ability to multi-task with great follow-up skills

Strong written and verbal communication skills",set()
EXTRUCT SALESMAN.jpg,"A / i \ e \\
Y hn. oa
ee Acer -)
Veoh ae =)
rN 4 2 a
_ , POSITIONS:
=
a Extruck Salesman 4 a
Requirements: ee
* Bachelor’s degree in marketing, business, or related
field.
¢ Learning ability to understand the functions, qualities,
and specifications of the products.
¢ Ability to understand and apply basic selling strategies
and practices.
¢ Numerical ability to calculate prices and profits, credit,
discounts and credit terms
¢ Clerical ability to maintain accurate records of
transactions and prepare reports.
¢ Can do other functions as prescribed from time to time
MY the OM/FS. STEN Aalto
¢ Ability to work well under pressure. ahd
09944839845","{'ĠAcer', 'Ġ\\', 'Ve', 'Y', ')', 'Ċ', 'n', 'Ġa', '=', 'Ġo', '_', 'e', 'N', 'oh', 'Ġ-', 'Ġ4', 'Ġh', ':', 'ee', 'r', 'ĠA', 'Ġe', '.', 'Ġ\\\\', 'Ġ2', 'a', 'Ġ=', 'Ġ,', 'Ġ/', 'Ġi'}"
FABRICATOR.JPG,"uD AOI-PHIL. INC eS
\ 5
\ \ :
|) WELDER/FABRICATOR
//
~ Qualifications:
e With NC II Welder SMAW
¢ With 1-2 years of experience
e Able to understand Standard Operation Process
¢ Flexible, responsible, honest/trustworthy
¢ Can communicate and understand instructions
easily
¢ Responsible & Hardworking
© Send your application
letter and resume to:
aoiphil.recruitment@gmail.com
eet""","{'ĠINC', 'Ġ\\', ')', 'com', 'IL', 'Ċ', '""', '/', 'Ġ5', 'Ġ:', '~', 'O', 'e', 'S', 'ATOR', 'I', ':', '|', 'ĠA', 'PH', 'Ġe', '.', 'Ġu', 'ao', 'ĠW', '\\', 'et', 'D', '//', '-'}"
FEMALE OFFICE STAFF.docx,"FEMALE OFFICE STAFF 
18-25yrs. old 
Office-based (Villakananga, Butuan)
Willing to work from 10pm to 6am (Graveyard shift, full-time)
Can commit to work Monday to Friday, 8 hours a day
Free training with Allowance
Guaranteed minimum wage (in Caraga)
Christian Environment 
",{'Ġ'}
FEMALE.docx,"FEMALE/BABAE Service Crew ( ROBINSONS BUTUAN CITY )
QUALIFICATIONS:
• With or Without Experience
• Physically fit
High School Graduates , Senior High Graduates
Hardworking & Trustworthy
Comple Benefits (SSS,PAG-IBIG,PHILHEALTH)
","{'Ġ)', 'Ġ('}"
FIELD SALES SUPERVISOR.jpg,"POSEIDON
ENTERPRISE INC o
jas <
JOB DESCRIPTION:
* Responsible for area development, building
excellent customer relationships, and supporting
i underperforming sales personnel in effectively
executing their responsibilities.
UALIFICATIONS :
pa
""Bachelor's degree in business or any related field 4 (> »
_ * Preferably with field sales experience <= .
‘« Willing to work and travel anywhere in the yy | 5
CARAGA Region J :
4
FOR WALK-IN APPLICANTS nai
We are located at Door #2, 2nd Floor, & . ey
Parifias Building, South Montilla Boulevard, bas §
Butuan City Ci
1 Lar |
Apply now! .
et
(f) Poseidon Enterprise Inc.
\& 0961-767-6509 / 0949-997-2638
Sette oles laeat sath eT ect
ae","{'ĠP', 'âĢ', ')', 'ai', 'Ġl', 'Ċ', 'T', 'Ġ|', '""', 'jas', 'Ġ.', 'ĠÂ»', 'Ġ:', 'Ġ5', 'ette', '&', 'Ġect', 'Ġo', 'ae', '_', '4', 'Ġey', 'S', ',', 'ĠJ', 'Ġ&', 'ĠLar', 'pa', 'les', ':', 'Ġbas', '(', 'Ġ<', 'Ġ<=', 'Ġ*', '!', 'Ġe', 'Ġn', 'f', 'ĺ', 'Ġ(>', 'Ġ/', '\\', 'at', '1', 'Ġs', 'ON', 'Â«', 'ĠÂ§', 'et', 'ath'}"
FIELD STAFF.docx,"FIELD STAFF:
Location: Butuan City
Must be:
*Male, 18 to 30 years old
*with driver's license
*with basic computer knowledge
*sales driven
*willing to be trained
",{'*'}
FIELD SUPERVISOR.docx,"Field supervisor
– With/o educational attainment is okay 
– With pleasing personaliy
– With good attitude
– Any kind of gender is okay
– Have positive mindset
– Or ikaw ay tambay, this is your chance
","{'Ġsupervisor', 'Ġattitude', 'Ġgender', 'Ġchance', 'o', 'Ċ', 'ĠWith', 'Ġattainment', 'Ġeducational', 'ĠField', '/', 'Ġ', 'Ġpleasing', 'ĠHave', 'Ġgood', 'iy', 'aw', 'Ġyour', 'Ġkind', 'amb', ',', 'Ġis', 'Ġt', 'ay', 'Ġay', 'Ġof', 'ik', 'ĠOr', 'Ġokay', 'ĠAny', 'âĢĵ', 'Ġpersonal', 'Ġmindset', 'Ġthis'}"
FINANCE STAFF.jpg,"ste
WE ARE BidGem
“Your needs, we provide”
Available Position:
FINANCE STAFF
General Responsibilities:
e Office-based work,
generally tasked in
finance related computer
work and administrative
related functions.
General Requirements:
e Applicant must be a COLLEGE
Graduate or SHS-ABM strand
graduate (Preferably: FEMALE)
e Application Letter Ye
e Resume / Curriculum Vitae a
° Transcript of Records  )
ZL Lt )>
¢ Applicant must be able to use
Computers / Laptop(s) and L\ ip
knowledgeable with how to use , S. y
MS WORD, PPT and EXCEL ¥. —\ eee)
applications. ae
¢ Highly analytical
. SEND YOUR DOCUMENTS TO:
-","{'ĠÂ¥', '>', 'âĢ', ')', 'Ċ', 'Ġa', 'Ġ', 'WE', 'e', 'ĠâĢĶ', 'Ŀ', ',', 'Z', 'Ġy', 'ee', 'Â¢', 'Ġe', '.', 'L', 'Ġste', 'Ġ)', 'ľ', 'Ġ,', 'ĠARE', 'Â°', 'ĠLt', '\\'}"
FINISHING CARPENTER.JPG,"G@rorrnie. inc ee 8
. \ \ =
\\) FINISHING CARPENTER
ye)
ff one °
/ Qualifications:

¢ Physically Fit

e Proven experience as Finishing Carpenter

¢ Knowledge in using hand power tools

¢ Can work during overtime, holidays and

Sundays;

¢ Must be dedicated and hard-working;

Send your application

letter and resume to:

ae ©
eet""","{'Ġand', 'Ġ\\', ')', 'ĠÂ©', 'Ċ', 'Ġto', '""', '/', 'Ġone', 'ER', 'ĠÂ°', 'ff', 'ae', 'e', 'ĠG', 'ror', 'P', '@', ':', 'r', 'nie', 'Ġe', 'ĠFIN', 'Â¢', '.', 'Ġ8', 'ye', 'Ġ=', '\\\\', 'ENT', 'ĠCAR', 'Ġinc', 'ING', 'letter', 'et'}"
FOOD PREPARATION MALE.docx,"FOOD PREPARATION MALE
QUALIFICATIONS:
- AT LEAST HS GRADUATE
- PLEASING PERSONALITY
- WITH RELATED WORK EXPERIENCE
- With basic requirements such as SSS, PhilHealth, PAGIBIG, and TIN
",set()
FOOD PREPARATION.jpg,"COLUM SAT) SSS
nelson
FASCIA ees els erel
PAW AMS SSIs erol AUN
PWS Tel eS ata tes
SS ie Rai","{'UM', 's', 'IA', ')', 'rel', 'Ċ', 'n', 'PA', 'UN', 'ĠSS', 'Ġat', 'elson', 'WS', 'SS', 'Ġie', 'ĠTel', 'es', 'ĠSAT', 'S', 'ĠCOL', 'ĠAM', 'P', 'ĠS', 'Ġt', 'ĠA', 'Ġe', 'a', 'Is', 'Ġer', 'ASC', 'F', 'W', 'Ġel', 'ol', 'ĠRai'}"
FOOD SERVER.JPG,"uD AOI-PHIL. INC ee
; a ee
WE'RE ES

|) Qualifications:

i) ¢ Candidate must possess at least Diploma in
Hospitality/ Tourism/Hotel Management or
equivalent

e At least 1 year of working experience ins

hotel/restaurant but open to Fresh Graduates.

e Has good written and oral communication

¢ Has good leadership skills

Send your application

letter and resume to:

aoiphil.recruitment@gmail.com
eet""","{'ĠINC', ')', 'com', 'RE', 'IL', 'Ċ', 'Ġto', '""', 'Ġa', 'WE', 'O', 'e', '@', 'I', ';', ':', '|', 'i', 'ĠÂ', 'ĠA', 'PH', 'Ġe', '.', '¢', 'Ġu', 'ao', 'il', 'iph', ""'"", 'ĠES', 'et', 'D', '-'}"
