filename,extracted_raw_text,preprocessed_text,entities,best_match_score,best_match_job_index
DELIVERY HELPER.JPG,"[M petivery Helpers
Can work with minimum supervision
Flexible
Honest
At least high school graduate/level ga",petivery helper work minimum supervision flexible honest least high school graduatelevel ga,"{'Ġminimum', 'Ġwork', 'level', 'Ġhonest', 'Ġsupervision', 'ivery', 'Ġpet', 'Ġhelper', 'Ġga', 'Ġgraduate', 'Ġhigh', 'Ġleast', 'Ġschool', 'Ġflexible'}",1.0000005,36
DELIVERY RIDER.JPG,"Hi @ (/
Kitchen Staff, Barista, and Delivery Rider

« MUST BE 20 YEARS OLD AND ABOVE

« WILLING TO WORK A FULL TIME JOB

¢ WILLING TO BE TRAINED

« FAST LEARNER AND HAS GOOD COMMUNICATION SKILLS

* COMPUTER LITERACY IS AN ADVANTAGE

« DRIVER LICENSE IS AN ADVANTAGE

e« WITH FRIENDLY PERSONALITY

Apply Now

send your resume to our Gmail: or bring your resume personally
baofeicafe@gmail.com to our Tagoloan Branch",hi kitchen staff barista delivery rider must twenty year old willing work full time job willing trained fast learner good communication skill computer literacy advantage driver license advantage e friendly personality apply send resume gmail bring resume personally baofeicafegmailcom tagoloan branch,"{'Ġpersonally', 'af', 'an', 'Ġtag', 'Ġbranch', 'com', 'Ġsend', 'ic', 'Ġresume', 'eg', 'e', 'of', 'olo', 'Ġg', 'mail', 'Ġbring', 'Ġba'}",1.0000004,13
DIGITAL ACCOUNT COORDINATOR.docx,"Digital Account Coordinator

Job Description


As a Digital Account Coordinator, you will work closely with Account Managers to execute impactful digital campaigns. From preparing reports to ensuring clients’ advertising success, you’ll play a pivotal role in delivering superior customer service and campaign excellence.


Exciting Perks Await!


Day 1 HMO coverage with free dependent
Competitive salary package
Temporary WFH setup
Prime office location in Makati (Easy access to MRT stations, restaurants, and banks)
Fixed weekends off
Free upskilling through Emapta Academy courses (Want to know more? Visit https://bit.ly/EmaptaTrainingCalendar)
24/7 free access to our office gyms (Ortigas and Makati) with a free physical fitness trainer!
Unlimited opportunities for employee referral incentives across the organization
Standard government and Emapta benefits
Total of 20 annual leaves to be used on your own discretion (including 5 credits convertible to cash)
Fun engagement activities for employees
Mentorship and exposure to global leaders and teams
Career growth opportunities
Diverse and supportive work environment


The Qualifications We Seek


Experience in the digital advertising company, preferably from Metro Manila is a must.
At least 2-5 years of experience in digital account coordination.
1-2 years of experience in digital marketing, preferably in a full-time capacity.
Knowledge of social media advertising platforms (Facebook, X, LinkedIn, TikTok, Pinterest) and a solid understanding of online marketing.
Proficient in Excel, PowerPoint, Google Sheets, and Google Slides, with attention to detail and accuracy.
Salesforce experience is a plus but not mandatory.
Strong communication and presentation skills, both written and verbal.
Ability to work independently and as part of a distributed team.
Ability to prioritize tasks and meet deadlines in a fast-paced environment.
Analytical skills with a proven record of using data to drive decision-making.
Ability to think creatively and solve problems proactively.


Your Daily Tasks


Collaborate with Account Managers to support client advertising campaigns, ensuring flawless execution and superior customer service.
Proactively manage client accounts to increase retention rates through strategic campaign execution.
Help clients assess their advertising success by preparing reports and campaign documentation.
Regularly review and analyze client campaigns, making insightful recommendations to ensure success.
Assist in day-to-day client interactions, ensuring that client needs are met efficiently.

",digital account coordinator job description digital account coordinator work closely account manager execute impactful digital campaign preparing report ensuring client advertising success youll play pivotal role delivering superior customer service campaign excellence exciting perk await day one hmo coverage free dependent competitive salary package temporary wfh setup prime office location makati easy access mrt station restaurant bank fixed weekend free upskilling emapta academy course want know visit httpsbitlyemaptatrainingcalendar 247 free access office gym ortigas makati free physical fitness trainer unlimited opportunity employee referral incentive across organization standard government emapta benefit total twenty annual leaf used discretion including five credit convertible cash fun engagement activity employee mentorship exposure global leader team career growth opportunity diverse supportive work environment qualification seek experience digital advertising company preferably metro manila must least 25 year experience digital account coordination 12 year experience digital marketing preferably fulltime capacity knowledge social medium advertising platform facebook x linkedin tiktok pinterest solid understanding online marketing proficient excel powerpoint google sheet google slide attention detail accuracy salesforce experience plus mandatory strong communication presentation skill written verbal ability work independently part distributed team ability prioritize task meet deadline fastpaced environment analytical skill proven record using data drive decisionmaking ability think creatively solve problem proactively daily task collaborate account manager support client advertising campaign ensuring flawless execution superior customer service proactively manage client account increase retention rate strategic campaign execution help client assess advertising success preparing report campaign documentation regularly review analyze client campaign making insightful recommendation ensure success assist daytoday client interaction ensuring client need met efficiently,set(),1.0000006,153
DIGITAL CLIENT SUCCESS MANAGER.docx,"Digital Client Success Manager
Job Description


As a Digital Client Success Manager, you will be at the heart of driving impactful digital campaigns. Manage high-profile national media campaigns, collaborate with cross-functional teams, and ensure seamless campaign delivery from start to finish.


Job Overiew


Employment Type: Full-time
Shift: Shifting
Work Setup: Temporary WFH (Makati City)
Perks: Day 1 HMO, Above-market salary, Global exposure


A Playlist of Career Benefits


Day 1 HMO coverage with free dependent
Competitive Salary Package
Temporary WFH arrangement
Prime office location in Makati (Easy access to MRT stations, restaurants, and banks)
Unlimited upskilling through Emapta Academy courses (Want to know more? Visit https://bit.ly/EmaptaTrainingCalendar)
Free 24/7 access to our office gyms (Ortigas and Makati) with a free physical fitness trainer!
Exclusive Emapta Lifestyle perks (hotel and restaurant discounts, and more!)
Unlimited opportunities for employee referral incentives across the organization
Standard government and Emapta benefits
Total of 20 annual leaves to be used on your own discretion (including 5 credits convertible to cash)
Fun engagement activities for employees
Mentorship and exposure to global leaders and teams
Career growth opportunities
Diverse and supportive work environment


The Frequency of Excellence


2–3 years of digital media experience in a similar role.
Previous experience in programmatic ad operations is a plus.
Advanced proficiency in Microsoft Excel.
Strong communication skills with a focus on clarity and impact.
Expertise in analyzing and reporting digital media campaign results.
Proven ability to manage projects from inception to completion.
Excellent organizational skills with the ability to prioritize and manage time effectively.
High attention to detail and adherence to high work standards.
Exceptional problem-solving and decision-making abilities.
Capability to handle high volumes of work in a fast-paced environment while maintaining composure.
Outstanding interpersonal skills with an emphasis on collaboration and partnership with sales teams to deliver exceptional client service.


Fine-Tuning Success Every Day


Oversee the post-sale execution of national digital media campaigns, focusing on direct campaigns under $75,000 and programmatic guaranteed deals.
Collaborate with internal departments to ensure programs are booked and executed in alignment with operational and sales goals.
Manage client communications during the setup, launch, flight, and recap phases of both direct and programmatic campaigns across multiple DSPs (e.g., DV360, TTD).
Schedule and lead internal and external calls as needed, ensuring production timelines and deliverables are communicated effectively to exceed client expectations.
Partner with Sales, agencies, third-party measurement vendors, and AdOps teams to troubleshoot campaigns and resolve issues promptly.
Coordinate with pod operations to address creative and tracking challenges.
Maintain and optimize client campaigns to improve performance against predetermined benchmarks on an ongoing basis.
Ensure full delivery of dollars booked across all digital, social, and podcast deliverables.
Collaborate with the billing and finance teams monthly to reconcile billing accurately and on time.
Deliver comprehensive post-campaign wrap-ups, including final reports and one-sheet recaps with insights and learnings.
",digital client success manager job description digital client success manager heart driving impactful digital campaign manage highprofile national medium campaign collaborate crossfunctional team ensure seamless campaign delivery start finish job overiew employment type fulltime shift shifting work setup temporary wfh makati city perk day one hmo abovemarket salary global exposure playlist career benefit day one hmo coverage free dependent competitive salary package temporary wfh arrangement prime office location makati easy access mrt station restaurant bank unlimited upskilling emapta academy course want know visit httpsbitlyemaptatrainingcalendar free 247 access office gym ortigas makati free physical fitness trainer exclusive emapta lifestyle perk hotel restaurant discount unlimited opportunity employee referral incentive across organization standard government emapta benefit total twenty annual leaf used discretion including five credit convertible cash fun engagement activity employee mentorship exposure global leader team career growth opportunity diverse supportive work environment frequency excellence 23 year digital medium experience similar role previous experience programmatic ad operation plus advanced proficiency microsoft excel strong communication skill focus clarity impact expertise analyzing reporting digital medium campaign result proven ability manage project inception completion excellent organizational skill ability prioritize manage time effectively high attention detail adherence high work standard exceptional problemsolving decisionmaking ability capability handle high volume work fastpaced environment maintaining composure outstanding interpersonal skill emphasis collaboration partnership sale team deliver exceptional client service finetuning success every day oversee postsale execution national digital medium campaign focusing direct campaign 75000 programmatic guaranteed deal collaborate internal department ensure program booked executed alignment operational sale goal manage client communication setup launch flight recap phase direct programmatic campaign across multiple dsps eg dv360 ttd schedule lead internal external call needed ensuring production timeline deliverable communicated effectively exceed client expectation partner sale agency thirdparty measurement vendor adops team troubleshoot campaign resolve issue promptly coordinate pod operation address creative tracking challenge maintain optimize client campaign improve performance predetermined benchmark ongoing basis ensure full delivery dollar booked across digital social podcast deliverable collaborate billing finance team monthly reconcile billing accurately time deliver comprehensive postcampaign wrapups including final report onesheet recap insight learning,{'Ġensure'},0.9999999,23
DIGITAL MARKETING ASSISTANT.docx,"Digital Marketing Assistant
Key Responsibilities:
As a Digital Marketing Intern, you will have the opportunity to explore various facets of the business. The specific tasks assigned will depend on current projects and priorities, but here are some sample responsibilities you may be involved in:


Digital Media Ads: Assist in the setup, monitoring, and optimization of digital advertising campaigns on platforms such as Google Ads, Meta, and others.
Reporting and Analytics: Analyze campaign performance, create detailed reports, and provide actionable insights to improve marketing strategies.
Social Media Content: Support in creating and scheduling posts for brand social media pages, engaging with audiences, and helping manage online communities.
Influencer Marketing: Help identify potential influencers, coordinate outreach, and track campaign results.
Content Creation: Collaborate on the development of digital assets such as blogs, videos, graphics, or other promotional materials.
Email Marketing: Contribute to creating and executing email marketing campaigns while maintaining customer databases.
Market Research: Conduct research on industry trends, competitors, and customer preferences to support strategic decision-making.
Administrative Support: Provide general support to the digital marketing team to ensure seamless project execution.


Who We’re Looking For:
Fresh Graduates & Career Starters Welcome: No prior experience is necessary, just a passion for learning and digital marketing.
Eagerness to Learn: A proactive attitude and the drive to take on new challenges.
Smart & Hardworking: Problem-solving skills, attention to detail, and a strong work ethic.
Familiarity with social media platforms, digital tools, or analytics is a bonus but not required.
Excellent written and verbal communication skills.
A degree in Marketing, Communications, Business, or a related field is a plus but not mandatory.
Creativity and a willingness to think outside the box.
",digital marketing assistant key responsibility digital marketing intern opportunity explore various facet business specific task assigned depend current project priority sample responsibility may involved digital medium ad assist setup monitoring optimization digital advertising campaign platform google ad meta others reporting analytics analyze campaign performance create detailed report provide actionable insight improve marketing strategy social medium content support creating scheduling post brand social medium page engaging audience helping manage online community influencer marketing help identify potential influencers coordinate outreach track campaign result content creation collaborate development digital asset blog video graphic promotional material email marketing contribute creating executing email marketing campaign maintaining customer database market research conduct research industry trend competitor customer preference support strategic decisionmaking administrative support provide general support digital marketing team ensure seamless project execution looking fresh graduate career starter welcome prior experience necessary passion learning digital marketing eagerness learn proactive attitude drive take new challenge smart hardworking problemsolving skill attention detail strong work ethic familiarity social medium platform digital tool analytics bonus required excellent written verbal communication skill degree marketing communication business related field plus mandatory creativity willingness think outside box,set(),1.0000006,153
DIGITAL MARKETING SALESPERSON.docx,"Digital Marketing Salesperson / Business Development Manager

Requirements:
Minimum of 3 years’ experience in a business development or sales role within a digital marketing agency.
Proven Track Record: Demonstrated success in meeting or exceeding sales targets, particularly in the Australian market.
Cold Calling Expertise: Confident and experienced in reaching out to prospects via cold calls.
Industry Knowledge: Strong understanding of digital marketing services, including SEO, PPC, Social Media, and more.
Communication & Negotiation: Excellent verbal and written communication skills with the ability to negotiate and close deals effectively.
Self-Starter: Must be able to manage the sales process independently without requiring constant supervision.
Time Management: Ability to prioritize and work in a fast-paced environment to meet tight deadlines.
Cultural Fit: Experience working with Australian clients or agencies is mandatory.
",digital marketing salesperson business development manager requirement minimum three year experience business development sale role within digital marketing agency proven track record demonstrated success meeting exceeding sale target particularly australian market cold calling expertise confident experienced reaching prospect via cold call industry knowledge strong understanding digital marketing service including seo ppc social medium communication negotiation excellent verbal written communication skill ability negotiate close deal effectively selfstarter must able manage sale process independently without requiring constant supervision time management ability prioritize work fastpaced environment meet tight deadline cultural fit experience working australian client agency mandatory,set(),1.0000006,153
DOCUMENT SCANNER.docx,"Document Scanner

Qualifications

Gender: Preferably Male

May Have The Following


proficiency in sending and receiving email messages, attaching files, using a word processor, understanding file management, posting mess
",document scanner qualification gender preferably male may following proficiency sending receiving email message attaching file using word processor understanding file management posting mess,"{'Ġmess', 'Ġmay', 'Ġgender', 'Ġmale', 'Ġproficiency', 'Ġqualification', 'Ġsending', 'Ġpreferably', 'Ġposting', 'Ġmessage', 'Ġemail', 'Ġfollowing', 'Ġreceiving', 'Ġfile', 'Ġattaching'}",0.9999998,42
DRIVER SALESMAN.jpg,"a
Pa
<==
VirGiniA
DRIVER SALESMAN
Butuan
Qualifications:
¢ Completed at least 72 units in college
e Knows how to drive 6-wheeled vehicle
(with Driver's License RC # 123 &
equivalent)
e Willing to be assigned at any of these
areas: Caraga
e vfihr.northmin@gmail.com
| 0917 861 6428
[Sac @",pa virginia driver salesman butuan qualification completed least seventytwo unit college e know drive 6wheeled vehicle driver license rc one hundred twentythree equivalent e willing assigned area caraga e vfihrnorthmingmailcom nine hundred seventeen eight hundred sixtyone six thousand four hundred twentyeight sac,"{'Ġeight', 'Ġhundred', 'Ġv', 'Ġdrive', 'Ġdriver', 'orth', 'eight', 'ia', 'Ġtwenty', 'Ġseventy', 'aga', 'mail', 'rn', 'three', 'ih', 'Ġarea', 'Ġlicense', 'Ġsac', 'Ġpa', 'com', 'Ġequivalent', 'Ġfour', 'one', 'Ġe', 'Ġseventeen', 'two', 'Ġnine', 'Ġsalesman', 'Ġknow', 'Ġcompleted', 'whe', 'Ġ6', 'Ġwilling', 'Ġqualification', 'Ġcollege', 'f', 'Ġsix', 'Ġvehicle', 'Ġbut', 'eled', 'Ġassigned', 'ming', 'Ġsixty', 'Ġthousand', 'Ġone', 'Ġcar', 'Ġunit', 'Ġrc', 'uan', 'Ġleast', 'Ġvirgin'}",1.0000006,43
DRIVER.JPG,"ga” °F
rivers
With professional driver’s license (1,2,3)
Can work with minimum supervision
Flexible ay es ]
Honest
At least high school graduate/level",ga f river professional driver license 123 work minimum supervision flexible ay e honest least high school graduatelevel,"{'Ġriver', 'Ġdriver', 'Ġf', 'Ġay', 'Ġhigh', 'Ġlicense', 'Ġga', 'Ġprofessional', 'Ġe', 'Ġschool', 'Ġflexible', 'Ġminimum', 'Ġgraduate', 'level', 'Ġwork', 'Ġhonest', 'Ġsupervision', 'Ġ123', 'Ġleast'}",1.0000002,44
ENCODER.JPG,"2a. 1 - !
[7 Encoders a \ i
Female (
With or without experience «
Can work with minimum supervision
Flexible
Honest
At least college graduate/level or SHS graduate
Fresh graduates are welcome to apply
Computer literate (excel, word)",2a one 7 encoders female without experience work minimum supervision flexible honest least college graduatelevel shs graduate fresh graduate welcome apply computer literate excel word,"{'Ġcomputer', 'Ġfemale', 'Ġ7', 'Ġliter', 'ate', 'Ġexperience', 'Ġwithout', 'Ġexcel', 'od', 'Ġflexible', 'Ġminimum', 'Ġfresh', 'Ġ2', 'Ġcollege', 'Ġgraduate', 'Ġapply', 'level', 'Ġwork', 'Ġone', 'Ġwelcome', 'Ġhonest', 'Ġsupervision', 'Ġenc', 's', 'a', 'ers', 'Ġleast', 'Ġsh', 'Ġword'}",1.0000001,45
EXECUTIVE ASSISTANT.docx,"Executive Assistant
Responsibilities 
Calendar management for executives
Aid executive in preparing for meetings
Responding to emails and document requests on behalf of executives
Draft slides, meeting notes and documents for executive
 Qualifications 

Bachelor's degree or equivalent experience

Proficient in Microsoft Office suite

Experience in managing multiple priorities, administrative coordination, and logistics

Well-organized, detail-oriented, ability to multi-task with great follow-up skills

Strong written and verbal communication skills",executive assistant responsibility calendar management executive aid executive preparing meeting responding email document request behalf executive draft slide meeting note document executive qualification bachelor degree equivalent experience proficient microsoft office suite experience managing multiple priority administrative coordination logistics wellorganized detailoriented ability multitask great followup skill strong written verbal communication skill,set(),1.0000006,153
EXTRUCT SALESMAN.jpg,"A / i \ e \\
Y hn. oa
ee Acer -)
Veoh ae =)
rN 4 2 a
_ , POSITIONS:
=
a Extruck Salesman 4 a
Requirements: ee
* Bachelor’s degree in marketing, business, or related
field.
¢ Learning ability to understand the functions, qualities,
and specifications of the products.
¢ Ability to understand and apply basic selling strategies
and practices.
¢ Numerical ability to calculate prices and profits, credit,
discounts and credit terms
¢ Clerical ability to maintain accurate records of
transactions and prepare reports.
¢ Can do other functions as prescribed from time to time
MY the OM/FS. STEN Aalto
¢ Ability to work well under pressure. ahd
09944839845",e hn oa ee acer veoh ae rn four two position extruck salesman four requirement ee bachelor degree marketing business related field learning ability understand function quality specification product ability understand apply basic selling strategy practice numerical ability calculate price profit credit discount credit term clerical ability maintain accurate record transaction prepare report function prescribed time time omfs sten aalto ability work well pressure ahd nine billion nine hundred fortyfour million eight hundred thirtynine thousand eight hundred fortyfive,"{'Ġeight', 'Ġhundred', 'Ġpressure', 'Ġsten', 'Ġah', 'Ġve', 'Ġthirty', 'to', 'al', 'five', 'ruck', 'nine', 'Ġrequirement', 'Ġbillion', 'Ġfour', 'Ġe', 'Ġa', 'oh', 'Ġsalesman', 'Ġnine', 'Ġo', 'd', 'e', 'er', 'Ġh', 'Ġmillion', 'Ġposition', 'Ġr', 'n', 'Ġthousand', 'Ġext', 'Ġtwo', 'Ġac', 'a', 'fs', 'Ġforty', 'Ġom', 'four'}",0.99999964,47
FABRICATOR.JPG,"uD AOI-PHIL. INC eS
\ 5
\ \ :
|) WELDER/FABRICATOR
//
~ Qualifications:
e With NC II Welder SMAW
¢ With 1-2 years of experience
e Able to understand Standard Operation Process
¢ Flexible, responsible, honest/trustworthy
¢ Can communicate and understand instructions
easily
¢ Responsible & Hardworking
© Send your application
letter and resume to:
aoiphil.recruitment@gmail.com
eet""",ud aoiphil inc e five welderfabricator qualification e nc ii welder smaw 12 year experience e able understand standard operation process flexible responsible honesttrustworthy communicate understand instruction easily responsible hardworking send application letter resume aoiphilrecruitmentgmailcom eet,"{'il', 'Ġfive', 'Ġable', 'o', 'gmail', 'Ġn', 'com', 'Ġii', 'aw', 'Ġe', 'iph', 'Ġa', 'Ġu', 'd', 'Ġletter', 'Ġwe', 'c', 'Ġinc', 'Ġsm', 'et'}",1.0000004,48
FEMALE OFFICE STAFF.docx,"FEMALE OFFICE STAFF 
18-25yrs. old 
Office-based (Villakananga, Butuan)
Willing to work from 10pm to 6am (Graveyard shift, full-time)
Can commit to work Monday to Friday, 8 hours a day
Free training with Allowance
Guaranteed minimum wage (in Caraga)
Christian Environment 
",female office staff 1825yrs old officebased villakananga butuan willing work 10pm 6am graveyard shift fulltime commit work monday friday eight hour day free training allowance guaranteed minimum wage caraga christian environment,"{'Ġ10', 'aga', 'Ġfemale', 'Ġold', 'Ġfr', 'iday', 'anga', 'onday', 'am', 'Ġchrist', 'Ġ6', 'Ġwilling', 'based', 'Ġm', 'pm', 'Ġvill', 'ian', 'Ġbut', 'Ġcar', 'Ġ18', 'uan'}",1.0000002,49
FEMALE.docx,"FEMALE/BABAE Service Crew ( ROBINSONS BUTUAN CITY )
QUALIFICATIONS:
• With or Without Experience
• Physically fit
High School Graduates , Senior High Graduates
Hardworking & Trustworthy
Comple Benefits (SSS,PAG-IBIG,PHILHEALTH)
",femalebabae service crew robinson butuan city qualification without experience physically fit high school graduate senior high graduate hardworking trustworthy comple benefit ssspagibigphilhealth,"{'inson', 'ab', 'ss', 'Ġhigh', 'Ġfemale', 'ae', 'Ġs', 'Ġwithout', 'Ġrob', 'phil', 'Ġtrustworthy', 'Ġbenefit', 'Ġschool', 'Ġcomple', 'Ġfit', 'Ġsenior', 'Ġqualification', 'Ġgraduate', 'Ġbut', 'ig', 'ag', 'b', 'Ġcrew', 'p', 'Ġcity', 'health', 'ib', 'uan'}",1.0000001,50
FIELD SALES SUPERVISOR.jpg,"POSEIDON
ENTERPRISE INC o
jas <
JOB DESCRIPTION:
* Responsible for area development, building
excellent customer relationships, and supporting
i underperforming sales personnel in effectively
executing their responsibilities.
UALIFICATIONS :
pa
""Bachelor's degree in business or any related field 4 (> »
_ * Preferably with field sales experience <= .
‘« Willing to work and travel anywhere in the yy | 5
CARAGA Region J :
4
FOR WALK-IN APPLICANTS nai
We are located at Door #2, 2nd Floor, & . ey
Parifias Building, South Montilla Boulevard, bas §
Butuan City Ci
1 Lar |
Apply now! .
et
(f) Poseidon Enterprise Inc.
\& 0961-767-6509 / 0949-997-2638
Sette oles laeat sath eT ect
ae",poseidon enterprise inc jas job description responsible area development building excellent customer relationship supporting underperforming sale personnel effectively executing responsibility ualifications pa bachelor degree business related field four preferably field sale experience willing work travel anywhere yy five caraga region j four walkin applicant nai located door 2 2nd floor ey parifias building south montilla boulevard ba butuan city ci one lar apply et f poseidon enterprise inc 09617676509 09499972638 sette oles laeat sath et ect ae,"{'96', 'Ġf', 'les', 'Ġect', '650', 'Ġc', '38', 'Ġpose', 'ath', '67', 'ae', 'Ġl', 'Ġs', 'idon', '17', 'Ġa', '9', 'Ġo', '94', 'Ġset', 'e', 'Ġj', 'Ġapply', '97', 'at', '26', 'Ġone', 'i', 'Ġ0', 'Ġet', '99', 'te', 'ai', 'Ġinc', 'Ġba', 'Ġlar'}",1.0,51
FIELD STAFF.docx,"FIELD STAFF:
Location: Butuan City
Must be:
*Male, 18 to 30 years old
*with driver's license
*with basic computer knowledge
*sales driven
*willing to be trained
",field staff location butuan city must male eighteen thirty year old driver license basic computer knowledge sale driven willing trained,"{'Ġmust', 'Ġmale', 'Ġlocation', 'Ġcity', 'Ġfield', 'uan', 'Ġbut'}",1.0000001,52
FIELD SUPERVISOR.docx,"Field supervisor
– With/o educational attainment is okay 
– With pleasing personaliy
– With good attitude
– Any kind of gender is okay
– Have positive mindset
– Or ikaw ay tambay, this is your chance
",field supervisor witho educational attainment okay pleasing personaliy good attitude kind gender okay positive mindset ikaw ay tambay chance,"{'Ġgood', 'Ġsupervisor', 'Ġay', 'Ġfield', 'Ġt', 'amb', 'o', 'Ġmindset', 'Ġwith', 'iy', 'Ġattitude', 'aw', 'Ġ', 'ik', 'Ġeducational', 'ay', 'Ġkind', 'Ġchance', 'Ġattainment', 'Ġokay', 'Ġgender', 'Ġpositive', 'Ġpleasing', 'Ġpersonal'}",1.0000002,53
FINANCE STAFF.jpg,"ste
WE ARE BidGem
“Your needs, we provide”
Available Position:
FINANCE STAFF
General Responsibilities:
e Office-based work,
generally tasked in
finance related computer
work and administrative
related functions.
General Requirements:
e Applicant must be a COLLEGE
Graduate or SHS-ABM strand
graduate (Preferably: FEMALE)
e Application Letter Ye
e Resume / Curriculum Vitae a
° Transcript of Records  )
ZL Lt )>
¢ Applicant must be able to use
Computers / Laptop(s) and L\ ip
knowledgeable with how to use , S. y
MS WORD, PPT and EXCEL ¥. —\ eee)
applications. ae
¢ Highly analytical
. SEND YOUR DOCUMENTS TO:
-",ste bidgem need provide available position finance staff general responsibility e officebased work generally tasked finance related computer work administrative related function general requirement e applicant must college graduate shsabm strand graduate preferably female e application letter ye e resume curriculum vitae transcript record zl lt applicant must able use computer laptop l ip knowledgeable use m word ppt excel eee application ae highly analytical send document,"{'Ġbid', 'm', 'ab', 'Ġrecord', 'Ġable', 'Ġfemale', 'ee', 'ae', 'Ġl', 'Ġip', 'Ġneed', 'Ġexcel', 'Ġapplicant', 't', 'Ġe', 'Ġtranscript', 'Ġa', 'pt', 'l', 'e', 'Ġm', 'Ġgraduate', 'Ġletter', 'Ġz', 'gem', 'Ġp', 'Ġye', 'Ġste', 'Ġuse', 'Ġmust', 's', 'Ġpreferably', 'Ġstrand', 'Ġsh', 'Ġword'}",0.9999998,54
FINISHING CARPENTER.JPG,"G@rorrnie. inc ee 8
. \ \ =
\\) FINISHING CARPENTER
ye)
ff one °
/ Qualifications:

¢ Physically Fit

e Proven experience as Finishing Carpenter

¢ Knowledge in using hand power tools

¢ Can work during overtime, holidays and

Sundays;

¢ Must be dedicated and hard-working;

Send your application

letter and resume to:

ae ©
eet""",grorrnie inc ee eight finishing carpenter ye ff one qualification physically fit e proven experience finishing carpenter knowledge using hand power tool work overtime holiday sunday must dedicated hardworking send application letter resume ae eet,"{'Ġeight', 'Ġapplication', 'Ġff', 'nie', 'Ġgr', 'Ġdedicated', 'orr', 'Ġe', 'Ġa', 'ay', 'Ġresume', 'e', 'Ġletter', 'Ġye', 'Ġholiday', 'Ġmust', 'Ġone', 'Ġsend', 'Ġsund', 'Ġovertime', 'Ġinc', 'et'}",0.99999994,55
FOOD PREPARATION MALE.docx,"FOOD PREPARATION MALE
QUALIFICATIONS:
- AT LEAST HS GRADUATE
- PLEASING PERSONALITY
- WITH RELATED WORK EXPERIENCE
- With basic requirements such as SSS, PhilHealth, PAGIBIG, and TIN
",food preparation male qualification least h graduate pleasing personality related work experience basic requirement ss philhealth pagibig tin,"{'Ġrelated', 'Ġmale', 'Ġphil', 'Ġpreparation', 'Ġfood', 'Ġrequirement', 'Ġexperience', 'Ġss', 'Ġtin', 'Ġpag', 'Ġqualification', 'Ġgraduate', 'Ġh', 'ig', 'health', 'Ġpleasing', 'Ġpersonality', 'ib', 'Ġleast', 'Ġbasic'}",0.9999999,56
FOOD PREPARATION.jpg,"COLUM SAT) SSS
nelson
FASCIA ees els erel
PAW AMS SSIs erol AUN
PWS Tel eS ata tes
SS ie Rai",colum sat ss nelson fascia ee el erel paw am ssis erol aun pws tel e ata te s ie rai,"{'Ġer', 'Ġcol', 'ol', 'elson', 'ia', 'Ġie', 'Ġam', 'Ġpaw', 'sis', 'Ġn', 'Ġs', 'Ġte', 'Ġss', 'rel', 'ws', 'Ġe', 'Ġa', 'um', 'Ġat', 'e', 'un', 'Ġfasc', 'Ġp', 'Ġr', 'Ġel', 'a', 'Ġsat', 'Ġtel', 'ai'}",0.99999994,57
FOOD SERVER.JPG,"uD AOI-PHIL. INC ee
; a ee
WE'RE ES

|) Qualifications:

i) ¢ Candidate must possess at least Diploma in
Hospitality/ Tourism/Hotel Management or
equivalent

e At least 1 year of working experience ins

hotel/restaurant but open to Fresh Graduates.

e Has good written and oral communication

¢ Has good leadership skills

Send your application

letter and resume to:

aoiphil.recruitment@gmail.com
eet""",ud aoiphil inc ee ee e qualification candidate must possess least diploma hospitality tourismhotel management equivalent e least one year working experience in hotelrestaurant open fresh graduate e good written oral communication good leadership skill send application letter resume aoiphilrecruitmentgmailcom eet,"{'Ġa', 'o', 'il', 'com', 'Ġu', 'd', 'e', 'Ġe', 'iph', 'Ġinc', 'et'}",1.0000006,58
FULL STACK DEVELOPER.docx,"Full Stack Developer - React Native & Php
Key Responsibilities
Develop and maintain cross-platform mobile applications using React Native.
Build and manage full web applications with PHP Laravel, including front-end, back-end, and database integration.
Collaborate with designers, developers, and stakeholders to translate requirements into functional solutions.
Optimize applications for maximum speed and scalability.
Write clean, maintainable, and well-documented code.
Manage source code and versioning using GitHub.
Conduct code reviews, troubleshoot issues, and provide technical solutions.
Stay updated with emerging technologies and frameworks.


Required Skills and Qualifications
5+ years of professional experience in software development.
Strong expertise in React Native for mobile app development.
Proficient in PHP Laravel for full web application development.
Experience with front-end technologies such as HTML, CSS, JavaScript.
Skilled in designing and managing relational databases (e.g., MySQL).
Hands-on experience with GitHub for version control and collaboration.
Strong problem-solving skills and attention to detail.
Ability to work independently and in a team-oriented environment.
Excellent communication skills in English.
",full stack developer react native php key responsibility develop maintain crossplatform mobile application using react native build manage full web application php laravel including frontend backend database integration collaborate designer developer stakeholder translate requirement functional solution optimize application maximum speed scalability write clean maintainable welldocumented code manage source code versioning using github conduct code review troubleshoot issue provide technical solution stay updated emerging technology framework required skill qualification 5 year professional experience software development strong expertise react native mobile app development proficient php laravel full web application development experience frontend technology html cs javascript skilled designing managing relational database eg mysql handson experience github version control collaboration strong problemsolving skill attention detail ability work independently teamoriented environment excellent communication skill english,set(),1.0000006,153
