job_title,preprocessed_text
MARKETING VIRTUAL ASSISTANT,"marketing virtual assistant someone want empower inspire others find looking opportunity continuous learning improvement driven satisfaction completing task achieving goal seeking missiondriven culture foster professional growth would love connect looking seeking creative techsavvy marketing virtual assistantcustomer success specialist support marketing development team role ideal someone eager learn knack content creation research basic technical task assist variety project including marketing campaign content management quality control also assist customer inquiry via email social medium marketing virtual assistant marketing development support assist creating editing content graphic blog newsletter social medium post marketing material support quality control qc task marketing development ensure basic accuracy consistency schedule post content social medium platform channel research market trend competitor audience preference support team initiative gather organize marketing sale data reporting purpose ensuring information accurate accessible organize maintain digital file document record explore implement emerging technology including ai tool optimize workflow customer service resolve customer request via email social medium promptly accurately using zendesk system googlemeta service assist various administrative task including group sale working affiliate completing project across organization youll thrive role creative techsavvy interest experience design video editing knowledge tool like canva crm platform google service interested emerging tool ai detailoriented excel quality control maintaining consistency across deliverable customer support guru experience customer support similar role actionoriented strong ability prioritize juggle multiple priority proven getting thing done fastpaced dynamic growing environment communication champion clearly explain complex information written verbal form people arent expert remote ready thrive remote environment enjoy flexibility independence offer additional information looking hire someone willing work forty hour per week open work evening u morning time fully remote contract position independent contractor responsible tax benefit applicant required complete paid trial period transitioning role seeking a highly organized and proactive Marketing Virtual Assistant to support our marketing efforts. The Marketing Virtual Assistant will play a crucial role in executing marketing tasks, managing social media, creating content, and providing administrative support. The ideal candidate will be self-motivated, possess excellent communication skills, and have a strong understanding of digital marketing tools and platforms.   

Responsibilities:

Social Media Management:
Schedule and publish social media posts across various platforms.
Monitor social media channels for engagement and comments.
Assist with content creation and curation for social media.
Track social media analytics and generate reports.
Content Creation Support:
Assist in creating and editing blog posts, articles, and website content.   
Source and curate images and graphics for marketing materials.
Format and publish content on various platforms.
Email Marketing Support:
Assist in creating and scheduling email marketing campaigns.
Manage email lists and segment audiences.
Track email marketing metrics and generate reports.
Administrative Marketing Tasks:
Schedule and coordinate marketing meetings and events.
Manage marketing calendars and timelines.
Conduct market research and gather data.
Assist with data entry and database management.
Manage digital files and organization.
Basic Graphic Design:
Create simple graphics for social media posts, or basic marketing materials.
Use online graphic design tools such as Canva.   
Customer Support:
Respond to basic customer inquiries through social media or email.
Qualifications:

Proven experience as a Virtual Assistant, preferably in a marketing role.
Strong understanding of social media platforms and digital marketing tools.
Excellent written and verbal communication skills.   
Strong organizational and time-management skills.
Ability to work independently and remotely.
Proficiency in Microsoft Office Suite and Google Workspace.   
Familiarity with marketing automation tools and CRM systems is a plus.
Basic understanding of graphic design.
Preferred Skills:

Experience with social media scheduling tools (e.g., Hootsuite, Buffer).
Experience with email marketing platforms (e.g., Mailchimp, Constant Contact).
Familiarity with content management systems (CMS) like WordPress.
Basic understanding of SEO principles."
MEDIA SPECIALIST,"paid medium specialist job description paid medium specialist youll execute topnotch paid medium initiative across platform like appnexus tradedesk youll optimize campaign maximum roas ltv ensuring brand compliance dive processbuilding collaborate product team enhance platform performance job overview employment type fulltime shift night shift shifting work setup temporary wfh perk day one hmo abovemarket salary global exposure perk designed growth day one hmo coverage free dependent competitive salary package temporarywfh arrangement prime office location makati easy access mrt station restaurant bank unlimited upskilling emapta academy course want know visit httpsbitlyemaptatrainingcalendar free 247 access office gym ortigas makati free physical fitness trainer exclusive emapta lifestyle perk hotel restaurant discount unlimited opportunity employee referral incentive across organization standard government emapta benefit total twenty annual leaf used discretion including five credit convertible cash fun engagement activity employee mentorship exposure global leader team career growth opportunity diverse supportive work environment skill write legacy 23 year campaign management experience least one year handson digital medium buying experience major ad network affiliate network ad agency experience measuring optimizing performance cpa basis strong analytical organizational resultsdriven mindset focus roi comfort leading communication clientfacing internal meeting ability solve longterm shortterm problem managing immediate issue addressing root cause adaptability fastpaced rapidly changing business environment techsavvy approach workflow using tool save time improve efficiency additional qualification proven experience programmatic andor social medium buying professional setting solid understanding web technology eg pixel html javascript proficiency microsoft excel google doc familiarity website tracking tool google analytics ghostery exceptional accuracy attention detail professional maturity integrity discipline positive attitude handson high impact execute paid medium campaign across social publisher programmatic dsps including appnexus tradedesk others optimize campaign roas ltv using data ensuring brand compliance flawless execution build refine process focus efficiency safeguard continuous improvement collaborate product team recommending design change enhancement ongoing platform improvement seeking a creative and technically proficient Media Specialist to join our team. The Media Specialist will be responsible for producing and managing multimedia content, including videos, photos, graphics, and audio, to support our communication and marketing efforts. The ideal candidate will have a strong understanding of media production techniques, excellent communication skills, and a passion for storytelling.

Responsibilities:

Multimedia Content Production:
Produce high-quality videos, photos, and audio recordings for various platforms.
Edit and assemble multimedia content using professional software.
Create graphics and visual elements for presentations, websites, and social media.
Develop and maintain a multimedia content library.
Video Production:
Plan, shoot, and edit video content for marketing, training, and promotional purposes.
Manage video production equipment and ensure its proper maintenance.
Develop storyboards and scripts for video projects.
Conduct interviews and capture on-location footage.
Photography:
Capture high-quality photographs for marketing, events, and documentation purposes.
Edit and retouch photographs using professional software.
Manage and organize digital photo archives.
Audio Production:
Record and edit audio content for podcasts, presentations, and other media.
Manage audio equipment and ensure its proper maintenance.
Produce and mix audio tracks for video projects.
Digital Media Management:
Manage and maintain digital media assets on various platforms.
Ensure proper formatting and optimization of multimedia content.
Monitor and analyze media performance metrics.
Collaboration and Communication:
Collaborate with marketing, communications, and other departments to develop multimedia content.
Communicate effectively with stakeholders and team members.
Present ideas and concepts clearly and concisely.
Equipment Maintenance:
Maintain and troubleshoot media equipment.
Stay up to date with new media technologies and trends.
Adherence to brand guidelines:
Ensure all media created is consistent with company brand guidelines.
Qualifications:

Bachelor's degree in Media Production, Film, Communications, or a related field.
Proven experience in multimedia content production.
Proficiency in video editing software (e.g., Adobe Premiere Pro, Final Cut Pro).
Proficiency in photo editing software (e.g., Adobe Photoshop, Lightroom).
Proficiency in audio editing software (e.g., Adobe Audition, Audacity).
Strong understanding of video and audio production techniques.
Excellent communication and storytelling skills.
Ability to work independently and as part of a team.
Strong organizational and time-management skills.
Portfolio of multimedia work.
Preferred Skills:

Experience with motion graphics and animation (e.g., Adobe After Effects).
Experience with live streaming and webcasting.
Knowledge of web design and content management systems (CMS).
Experience with social media video platforms."
NON-VOICE TUTOR,"freelance nonvoice tutor tutor course hero choose subject want answer question select question provide textbased answer explanation student need help better understanding question topic subject studying could choose subject expertise math math algebra calculus statistic probability business accounting financial accounting managerial accounting business economics finance management marketing engineering technology civil engineering computer science science biology chemistry physic health science nursing art humanity writing many requirement apply include ability read write fluently english secondyear college student proof education seeking knowledgeable and dedicated Non-Voice Tutors to provide expert assistance to students through written communication. As a Non-Voice Tutor, you will answer student questions, provide detailed explanations, and offer academic support in your area of expertise. The ideal candidate will possess strong subject matter knowledge, excellent written communication skills, and a passion for helping students succeed.

Responsibilities:

Answering Student Questions:
Respond to student questions and inquiries through text-based platforms (e.g., chat, messaging, online forums).
Provide clear and concise explanations of complex concepts.
Offer step-by-step solutions to problems and exercises.
Providing Academic Support:
Review student work and provide constructive feedback.
Offer guidance on study skills and learning strategies.
Help students understand difficult topics and concepts.
Assist with homework, assignments, and test preparation.
Creating Educational Content:
Develop written explanations, examples, and study guides.
Create practice problems and solutions.
Contribute to the development of educational resources.
Maintaining Communication:
Communicate effectively with students and platform administrators.
Respond to messages and inquiries in a timely manner.
Maintain accurate records of tutoring sessions.
Subject Matter Expertise:
Stay up-to-date with the latest developments in your subject area.
Ensure accuracy and relevance of provided information.
Be prepared to answer a wide variety of questions within your subject expertise.
Adherence to Platform Guidelines:
Follow all platform policies and procedures.
Maintain a professional and respectful demeanor.
Qualifications:

Bachelor's degree or higher in the relevant subject area.
Proven expertise in the subject you wish to tutor.
Excellent written communication skills.
Strong problem-solving and analytical skills.
Ability to explain complex concepts in a clear and understandable way.
Patience and empathy for students.
Reliable internet connection and computer.
Preferred Skills:

Previous experience in tutoring or teaching.
Familiarity with online learning platforms.
Experience creating educational content.
Advanced degrees in the subject matter."
OFFICE STAFF,office staff male female age eighteen twentynine yr old willing trained willing work night shift 10pm 6am start asap graduate computer related course plus required senior high school college graduate graduate 2year 4year course graduating waiting graduation office staff qualification male must residing butuan city age eighteen twentynine yr old computer literate willing trained willing learn willing work night shift 10pm 6am graduate computer related course plus carpentersville wood shop two ww hiring office staff wi four qualification graduate degree course preferably office administration equivalent least one 1 year experience office staff related position advantage good communication skill oral written desire work internalexternal customer strong attention detail coordination strong microsoft office skill ability thrive dynamic work environment able work independently minimal supervision creative interested applicant may send application letter resume hredocwsigmailcom contact u 09176240322 aoquse cop o ot po o ko urgent hiring ie s office staff e college graduate computer literacy eg microsoft office strong communication written verbal e time management organizational skill e customer service dn areolar ee mclm ie remote lmr oat b ww rel eee work location c poblacion 1villanuevamisamisorien gal requirement cea nx10 gal lda ie cal 0x oto police clearance brg agrance oic must tor submit roni war witch terbsiatiedaiy abean pob one villanueva misamis oriental four five sx 4 office staff vi ae vi q ney ae om willing trained p l onest god fearing wue ie supervision seven beehive distributio oe lapasan cag city misamis oriental nine thousand en office staff knowledgable m excel word ud aoiphil inc se ee office staff qualification graduate degree course preferably office administration equivalent good communication skill oral written strong attention detail organized knowledge printing scanning filing e strong microsoft office skill ability thrive dynamic work environment send application letter resume aoiphilrecruitmentgmailcom qt r female office staff 1825yrs old officebased villakananga butuan willing work 10pm 6am graveyard shift fulltime commit work monday friday eight hour day free training allowance guaranteed minimum wage caraga christian environment build career eight intertrade corporation female candidate must bachelorscollege degree roi ta ee computer literate proficiency m office office staff ability multitask start immediately willing ti assign cagayan det cily uifibe ti 7 make u key career join u send resume to3 recruitmentgmailcom
OPERATIONS MANAGER,"nn ly fl jl c e store operation e management trainee job qualification bachelor degree minimum two year experience performing managerial responsibility leading operation associate retail working fastpaced crossfunctional work environment experience working home improvement retail sector strong knowledge computer application willing transferredrelocated thd branch oo6 triumphhomedepot aay wwwtriumphhomedepotcom n  seeking a highly motivated and experienced Operations Manager to oversee and optimize our daily operations. The Operations Manager will be responsible for ensuring efficiency, productivity, and profitability across all operational departments. The ideal candidate will possess strong leadership skills, excellent problem-solving abilities, and a proven track record of driving operational excellence.   

Responsibilities:

Operational Planning and Execution:
Develop and implement operational strategies and plans to achieve company goals.   
Oversee daily operations and ensure smooth workflow.
Monitor and analyze operational performance metrics.
Identify and implement process improvements to enhance efficiency and productivity.
Team Leadership and Management:
Lead and manage operational teams, providing guidance and support.
Foster a positive and collaborative work environment.
Conduct performance evaluations and provide feedback.   
Recruit, train, and develop operational staff.
Resource Management:
Manage and allocate resources effectively, including personnel, equipment, and materials.
Control operational costs and optimize resource utilization.
Ensure proper maintenance and upkeep of facilities and equipment.
Process Improvement and Optimization:
Identify and analyze operational bottlenecks and inefficiencies.
Develop and implement process improvement initiatives.
Utilize lean manufacturing or other relevant methodologies to optimize processes.
Implement and maintain quality control procedures.
Supply Chain Management:
Oversee inventory management and ensure optimal stock levels.
Coordinate with suppliers and vendors to ensure timely delivery of materials.
Manage logistics and distribution operations.
Compliance and Safety:
Ensure compliance with all relevant regulations and safety standards.
Implement and enforce safety protocols and procedures.
Conduct regular safety audits and inspections.
Reporting and Analysis:
Prepare and present operational reports to senior management.
Analyze data and identify trends to support decision-making.
Develop and track key performance indicators (KPIs).
Project Management:
Manage and oversee operational projects from inception to completion.
Develop project plans, timelines, and budgets.
Monitor project progress and ensure timely completion.
Qualifications:

Bachelor's degree in Business Administration, Operations Management, or a related field.
Proven experience as an Operations Manager or in a similar leadership role.   
Strong leadership and management skills.
Excellent problem-solving and decision-making abilities.
Strong analytical and data-driven mindset.   
Excellent communication and interpersonal skills.   
Proficiency in Microsoft Office Suite and ERP systems.
Knowledge of lean manufacturing or other relevant methodologies.
Preferred Skills:

MBA or relevant advanced degree.
Certification in operations management (e.g., APICS).
Experience in a specific industry relevant to the company.
Project management certification (PMP)."
OPERATIONS SUPERVISOR,"ud aoiphil inc e ee ee see e operation supervisor qualification graduate b mechanical industrial engineering equivalent experience preferred e preferably male ability calculate figure amount percentage measurement e ability interpret variety instruction furnished written oral diagram schedule form e ability solve practical problem within workplace agood leadership skill nine send application tz letter resume one aoiphilrecruitmentgmailcom oe q seeking a dedicated and proactive Operations Supervisor to oversee daily operations and ensure efficiency within our team. The Operations Supervisor will be responsible for supervising staff, monitoring processes, and implementing improvements to maintain a high level of productivity and quality. The ideal candidate will possess strong leadership skills, excellent communication abilities, and a commitment to operational excellence.

Responsibilities:

Team Supervision:
Supervise and coordinate the activities of operational staff.
Provide guidance, training, and support to team members.
Monitor staff performance and provide feedback.
Schedule and manage staff shifts and assignments.
Process Monitoring and Control:
Monitor operational processes to ensure efficiency and quality.
Identify and address process bottlenecks and inefficiencies.
Implement and enforce standard operating procedures (SOPs).
Ensure compliance with safety and quality standards.
Problem Solving and Troubleshooting:
Resolve operational issues and address staff concerns.
Troubleshoot equipment malfunctions and coordinate repairs.
Implement corrective actions to prevent recurrence of problems.
Performance Reporting:
Track and report on key performance indicators (KPIs).
Prepare and submit daily, weekly, and monthly operational reports.
Analyze data to identify trends and areas for improvement.
Inventory Management:
Monitor inventory levels and ensure adequate stock.
Coordinate with procurement to replenish supplies.
Conduct regular inventory audits.
Equipment Maintenance:
Ensure proper maintenance and upkeep of equipment.
Schedule and coordinate equipment repairs and maintenance.
Maintain accurate equipment records.
Safety Compliance:
Enforce safety protocols and procedures.
Conduct regular safety inspections.
Address safety hazards and incidents promptly.
Communication and Collaboration:
Communicate effectively with staff, management, and other departments.
Collaborate with other supervisors and managers to ensure smooth operations.
Conduct team meetings and provide updates.
Qualifications:

High school diploma or equivalent (Bachelor's degree preferred).
Proven experience in a supervisory or leadership role.
Strong understanding of operational processes and procedures.
Excellent communication and interpersonal skills.
Strong problem-solving and decision-making abilities.
Ability to work in a fast-paced environment.   
Proficiency in Microsoft Office Suite.   
Preferred Skills:

Experience in a specific industry relevant to the company.
Knowledge of lean manufacturing or other relevant methodologies.
Experience with ERP systems.
Certification in supervisory management.
Benefits:

Competitive salary.
Comprehensive benefits package.
Opportunities for professional development.
Supportive and team-oriented work environment."
PASSENGER SERVICE AGENT,"starboard manpower service ny s laguindingan airport qualification bachelor degree holder must pleasing personality good interpersonal skill e preferably least one year work experience airline operation must good customer service skill proficient oral written communication must computer literate area assignment laguindinganmisamis oriental interested applicant please send updated resume via messenger email u jernemie1993gmailcom may call text m may 09069257315 hired part team tll starboard ee ona manpower service inc seven room 209 paragon bldg corner kauswagan national hiway cagayan de oro monday friday 8am 5pm seeking friendly and efficient Passenger Service Agents to provide exceptional customer service to our passengers. The Passenger Service Agent will be responsible for assisting passengers with check-in, boarding, gate information, and resolving any travel-related inquiries. The ideal candidate will possess excellent communication skills, a positive attitude, and the ability to work in a fast-paced airport environment.

Responsibilities:

Check-In and Ticketing:
Assist passengers with check-in procedures, including issuing boarding passes and baggage tags.
Verify passenger identification and travel documents.
Process ticket changes and issue refunds as needed.
Handle baggage check-in and resolve baggage discrepancies.
Gate Operations:
Announce gate changes, delays, and boarding information.
Assist with boarding procedures and ensure timely departures.
Manage gate seating and assist passengers with special needs.
Provide information on flight status and gate locations.
Customer Service:
Greet passengers with a friendly and professional demeanor.
Answer passenger inquiries and provide accurate information.
Resolve passenger complaints and concerns effectively.
Assist passengers with special needs, including unaccompanied minors and passengers with disabilities.
Baggage Handling:
Assist with baggage tracing and resolve baggage claims.
Ensure baggage is properly loaded and unloaded from aircraft.
Coordinate with baggage handling teams to ensure timely baggage delivery.
Documentation and Reporting:
Maintain accurate records of passenger information and transactions.
Prepare and submit reports on daily operations.
Ensure compliance with airline and airport regulations.
Safety and Security:
Adhere to all safety and security protocols.
Conduct security checks and verify passenger identification.
Report any suspicious activity to security personnel.
Handling Irregular Operations:
Assist passengers during flight delays, cancellations, and diversions.
Rebook passengers on alternative flights.
Provide information on accommodation and transportation options.
Qualifications:

High school diploma or equivalent (some college preferred).
Previous customer service experience is required.
Excellent communication and interpersonal skills.
Ability to work in a fast-paced and demanding environment.
Strong problem-solving and decision-making skills.
Proficiency in computer systems and airline reservation systems.
Ability to work flexible hours, including weekends and holidays.
Ability to lift and carry baggage.
Preferred Skills:

Previous experience in the airline or travel industry.
Knowledge of airline reservation systems (e.g., Sabre, Amadeus).
Multilingual skills.
Knowledge of airport operations and procedures."
PAYROLL OFFICER,"ud abba outsourcing two hundred twentytwo million two hundred eightyseven thousand five hundred fiftyfive international inc 2223755 eee qualification e bachelor degree psychology human resource development management office administration related course e least two 2 year experience handling payroll total reward related position advantage e good communication skill oral written desire work internalexternal customer e strong attention detail coordination e creative e send resume application letter o aoiphilrecruitmentgmailcom ots seeking a meticulous and detail-oriented Payroll Officer to ensure accurate and timely processing of employee payroll. The Payroll Officer will be responsible for managing payroll data, processing payments, and ensuring compliance with all relevant regulations. The ideal candidate will possess strong analytical skills, excellent attention to detail, and a thorough understanding of payroll principles.   

Responsibilities:

Payroll Processing:
Process bi-weekly, monthly, or other payroll cycles accurately and on time.
Collect and verify employee time and attendance data.
Calculate wages, deductions, and taxes.
Process employee changes, including new hires, terminations, and salary adjustments.
Prepare and distribute pay slips and direct deposit statements.
Payroll Data Management:
Maintain accurate and up-to-date employee payroll records.
Enter and update payroll data in the company's payroll system.
Ensure data integrity and confidentiality.
Generate payroll reports and summaries.
Tax and Compliance:
Ensure compliance with all federal, state, and local payroll tax regulations.
Prepare and file payroll tax returns and reports.
Stay up-to-date on changes in payroll laws and regulations.
Process year-end payroll activities, including W-2s and 1099s.
Benefits Administration:
Process employee benefit deductions, including health insurance, retirement contributions, and other voluntary deductions.
Reconcile benefit deductions with benefit providers.
Assist with employee benefit enrollment and changes.
Employee Inquiries:
Respond to employee inquiries regarding payroll and benefits.
Resolve payroll discrepancies and issues promptly.
Provide excellent customer service to employees.
Auditing and Reconciliation:
Conduct regular audits of payroll data and processes.
Reconcile payroll accounts and resolve discrepancies.
Prepare documentation for internal and external audits.
System Maintenance:
Assist with the implementation and maintenance of payroll systems.
Troubleshoot payroll system issues.
Recommend system improvements and upgrades.
Qualifications:

Bachelor's degree in Accounting, Finance, Human Resources, or a related field (or equivalent experience).
Proven experience as a Payroll Officer or in a similar payroll role.   
Strong understanding of payroll principles and practices.
Knowledge of payroll tax laws and regulations.
Proficiency in payroll software and systems.
Excellent attention to detail and accuracy.
Strong analytical and problem-solving skills.
Excellent communication and interpersonal skills.   
Ability to maintain confidentiality.   
Preferred Skills:

Certified Payroll Professional (CPP) or Fundamental Payroll Certification (FPC).
Experience with specific payroll software (e.g., ADP, Paychex, SAP).
Knowledge of benefits administration.
Experience with union payroll."
PIZZA MAKER,"pizza maker qualification male least h graduate pleasing personality related work experience basic requirement ss philhealth pagibig tin is looking for enthusiastic and skilled Pizza Makers to join our team! As a Pizza Maker, you will be responsible for crafting delicious pizzas according to our recipes and quality standards. The ideal candidate will have a passion for food, a knack for working quickly and efficiently, and a commitment to providing excellent customer service.

Responsibilities:

Pizza Preparation:
Prepare pizza dough, sauces, and toppings according to established recipes.
Stretch, shape, and top pizzas with accuracy and efficiency.
Operate pizza ovens and ensure pizzas are cooked to perfection.
Maintain consistent quality and presentation of all pizzas.
Ingredient Handling:
Ensure proper storage and handling of all ingredients.
Monitor ingredient freshness and quality.
Portion ingredients accurately to minimize waste.
Kitchen Maintenance:
Maintain a clean and organized work area.
Clean and sanitize equipment and workstations.
Adhere to all food safety and sanitation guidelines.
Wash dishes and utensils.
Customer Service:
Take customer orders and answer questions about menu items.
Assist with preparing other menu items as needed.
Provide friendly and efficient service to customers.
Teamwork:
Work effectively as part of a team to ensure smooth kitchen operations.
Communicate effectively with kitchen staff and other team members.
Follow instructions and complete tasks as assigned.
Inventory:
Assist with inventory control and stock rotation.
Inform management of low stock items.
Qualifications:

Previous experience as a Pizza Maker or in a similar kitchen role is preferred, but not required.
Ability to follow recipes and instructions accurately.
Strong attention to detail and organizational skills.
Ability to work efficiently in a fast-paced environment.

Good communication and teamwork skills.
Knowledge of food safety and sanitation guidelines.
Ability to stand for long periods and lift heavy objects.
Preferred Skills:

Experience with specific pizza ovens and equipment.
Knowledge of different pizza styles and techniques.
Food Handler's certification."
PRODUCTION HELPER,"eo jhoachim ek manpower agency h rit j g eee work shifting schedule four atleast forty year age preferably male single married four elementary high school l experience required must govt mandate ss pagibig philhealth email application resume biodata sixtytwo cyrinmecarali986amailcom futher inquiry kindly call text 09190807960 walk applicant please visit office located nine zone 7 diversion road barra opol misamis oriental nine thousand sixteen seeking a reliable and hardworking Production Helper to assist with various tasks in our manufacturing facility. The Production Helper will support the production team by performing manual labor, operating equipment, and ensuring efficient workflow. The ideal candidate will be physically fit, possess a strong work ethic, and be able to follow instructions accurately.

Responsibilities:

Material Handling:
Move and transport raw materials, finished products, and packaging materials.
Load and unload materials from trucks and storage areas.
Organize and maintain inventory of materials and supplies.
Assist with material preparation and staging for production.
Equipment Operation:
Operate production equipment and machinery as directed (e.g., conveyors, packaging machines, etc.).
Assist with equipment setup and changeovers.
Perform basic equipment maintenance and cleaning.
Report any equipment malfunctions to supervisors.
Assembly and Packaging:
Assist with assembly and fabrication of products.
Package and label finished products according to specifications.
Inspect products for quality and defects.
Assist with quality control checks.
Cleaning and Maintenance:
Maintain a clean and organized work area.
Sweep, mop, and clean floors.
Dispose of trash and recyclables properly.
Ensure compliance with safety and sanitation guidelines.
General Assistance:
Assist production operators and technicians with various tasks.
Follow instructions and complete tasks as assigned.
Work effectively as part of a team.
Assist with other production-related duties.
Safety Compliance:
Adhere to all safety regulations and company policies.
Use personal protective equipment (PPE) as required.1   
1.
recruiting.paylocity.com
recruiting.paylocity.com
Report any safety hazards or incidents to supervisors.
Qualifications:

Ability to perform physically demanding work, including lifting and moving heavy items.
Strong work ethic and reliability.
Ability to follow instructions and work as part of a team.
Good communication and organizational skills.
Ability to work in a fast-paced environment.
Preferred Skills:

Previous experience in a manufacturing or production environment.
Experience operating production equipment.
Knowledge of safety procedures and protocols.
Forklift certification (if required)."
PROMOTER,"product promoter witho educational attainment okay pleasing personaliy good attitude kind gender okay positive mindset  seeking enthusiastic and engaging Product Promoters to represent our clients' products and drive sales through in-store demonstrations and promotions. The Product Promoter will interact with customers, provide product information, and create a positive brand experience. The ideal candidate will be outgoing, possess excellent communication skills, and have a passion for sales and customer interaction.   

Responsibilities:

Product Demonstrations:
Conduct in-store demonstrations and promotions to showcase product features and benefits.   
Engage with customers and provide product information and samples.   
Answer customer questions and address concerns.
Create a positive and memorable brand experience.
Sales Generation:
Drive sales by actively promoting products and encouraging purchases.   
Meet and exceed sales targets and goals.
Utilize effective sales techniques to close sales.
Track and report on sales performance.
Customer Interaction:
Approach customers with a friendly and welcoming demeanor.
Build rapport with customers and establish positive relationships.
Provide excellent customer service and ensure customer satisfaction.
Collect customer feedback and provide insights to management.
Merchandising and Display:
Set up and maintain attractive product displays.
Ensure displays are clean, organized, and well-stocked.
Monitor inventory levels and report low stock items.   
Adhere to merchandising guidelines and planograms.
Reporting and Documentation:
Complete daily activity reports and submit them to supervisors.
Track and report on promotional activities and results.
Maintain accurate records of customer interactions and sales.
Product Knowledge:
Develop a thorough understanding of product features, benefits, and usage.
Stay up-to-date on product updates and promotions.
Effectively communicate product information to customers.
Compliance:
Adhere to all company policies and procedures.
Follow safety guidelines and maintain a safe work environment.
Maintain a professional appearance and demeanor.
Qualifications:

High school diploma or equivalent.
Previous experience in sales, customer service, or promotional activities is preferred.   
Excellent communication and interpersonal skills.
Outgoing and engaging personality.
Ability to work independently and as part of a team.
Strong sales and persuasion skills.
Ability to stand for long periods and lift moderate weight.
Preferred Skills:

Experience in a specific industry relevant to the promoted product.
Knowledge of sales techniques and strategies.
Bilingual skills (if applicable).
Experience with point-of-sale (POS) systems."
RECIEVING IN-CHARGE,"bedi oe e e receiving incharge job qualification college graduate degree holder background inventory warehousing encoding entry experience operating forklift plus preferably male minimum experience job related function understand warehouse safety regulation oo6 triumphhomedepot aay wwwtriumphhomedepotcom seeking a meticulous and organized Receiving In-Charge to oversee the efficient and accurate receipt of incoming shipments. The Receiving In-Charge will be responsible for verifying deliveries, managing receiving documentation, and ensuring proper storage of incoming goods. The ideal candidate will possess strong attention to detail, excellent organizational skills, and a commitment to maintaining accurate inventory records.

Responsibilities:

Receiving Operations:
Receive and verify incoming shipments against purchase orders, packing lists, and invoices.
Inspect shipments for damages, shortages, or discrepancies and document any issues.
Unload deliveries from trucks or other transport vehicles using appropriate equipment.
Ensure proper handling and storage of incoming goods to prevent damage or loss.
Accurately record receiving data in the company's inventory management system.
Documentation and Record Keeping:
Maintain accurate and organized receiving records, including packing lists, invoices, and receiving reports.
Ensure all receiving documentation is complete and accurate.
Resolve any discrepancies between receiving documents and actual shipments.
File and organize receiving documents for easy retrieval.
Inventory Management:
Assist with inventory control by ensuring accurate recording of received goods.
Coordinate with inventory control and purchasing departments to resolve any inventory discrepancies.
Ensure proper labeling and tagging of received goods.
Assist with cycle counts and physical inventory audits.
Warehouse Organization:
Maintain a clean and organized receiving area.
Ensure proper storage of received goods to maximize space and prevent damage.
Assist with warehouse organization and layout as needed.
Equipment Operation:
Operate forklifts, pallet jacks, and other material handling equipment safely and efficiently (if certified).
Maintain and clean receiving equipment.
Report any equipment malfunctions to supervisors.
Safety Compliance:
Adhere to all safety regulations and company policies.
Use personal protective equipment (PPE) as required.1   
1.
recruiting.paylocity.com
recruiting.paylocity.com
Report any safety hazards or incidents to supervisors.
Ensure the receiving area is safe and free of hazards.
Communication and Coordination:
Communicate effectively with vendors, drivers, and internal departments.
Coordinate with purchasing and inventory control departments to ensure timely receipt of goods.
Provide updates on receiving status to relevant departments.
Qualifications:

High school diploma or equivalent.
Previous experience in receiving or warehouse operations.
Strong attention to detail and accuracy.
Excellent organizational and time-management skills.
Ability to perform physical labor, including lifting and moving heavy items.
Basic computer skills and experience with inventory management systems.
Good communication and interpersonal skills.
Preferred Skills:

Experience operating forklifts or other material handling equipment.
Knowledge of inventory control procedures.
Familiarity with warehouse management systems (WMS).
Certification in logistics or supply chain management."
